race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime
4969,1,2020,Alsco Uniforms 500,1,1,162,Charlotte Motor Speedway,2020-05-28T19:00:00,2020-05-28T20:00:00,,,310.6,312.0,208,208,55,60,93,40,0,0.0,14,8,7,37,125.315,2:29:23,2.208,0,"Chase Elliott won the Alsco Uniforms 500 at Charlotte Motor Speedway, his seventh victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 10 (unapproved adjustments), Nos. 7, 77 (driver change).",0,PRN,FS1,4969,True,0,,,,,4062,
4971,1,2020,Food City presents the Supermarket Heroes 500,1,1,14,Bristol Motor Speedway,2020-05-31T15:30:00,2020-05-31T15:30:00,,,266.0,266.5,500,500,125,125,250,40,0,0.0,21,7,17,102,80.338,3:19:02,.471,0,"Brad Keselowski won the Food City presents the SUPERMARKET HEROES 500 at Bristol Motor Speedway, his 32nd victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 27, 37 (failed pre-race inspection twice).",0,PRN,FS1,588,True,0,,,,,1816,
4972,1,2020,Folds of Honor QuikTrip 500,1,1,111,Atlanta Motor Speedway,2020-06-07T15:00:00,2020-06-07T15:00:00,,,500.0,500.5,325,325,105,105,115,40,0,0.0,21,9,5,24,142.966,3:30:03,3.527,0,"Kevin Harvick won the Folds of Honor QuikTrip 500 at Atlanta Motor Speedway, his 51st NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #41, 66 (unapproved adjustments), #1, 32, 53 (multiple inspection failures).",0,PRN,FOX,3335,True,0,,,,,1416,
4973,1,2020,Blue-Emu Maximum Pain Relief 500,1,1,22,Martinsville Speedway,2020-06-10T19:00:00,2020-06-10T19:00:00,,,263.0,263.0,500,500,130,130,240,39,0,0.0,14,8,7,52,77.378,3:23:56,4.705,0,"Martin Truex Jr. won the Blue-Emu Maximum Pain Relief 500 at Martinsville Speedway, his 27th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 51 (failed pre-race inspection five times). ",0,MRN,FS1,12,True,0,,,,,3368,
4974,1,2020,Dixie Vodka 400,1,1,40,Homestead-Miami Speedway,2020-06-14T15:30:00,2020-06-14T15:30:00,,,400.0,400.5,267,267,80,80,107,38,0,0.0,17,7,6,27,127.751,3:08:06,.895,0,"Denny Hamlin won the Dixie Vodka 400 at Homestead-Miami Speedway, his 40th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 00 (Multiple inspection failures) and No. 77 (Unapproved adjustments).",0,MRN,FOX,4974,True,0,,,,,1361,
4975,1,2020,GEICO 500,1,1,82,Talladega Superspeedway,2020-06-22T15:00:00,2020-06-22T15:00:00,,,500.0,508.06,188,191,60,60,71,40,0,0.0,57,19,8,33,146.933,3:27:28,0.007,0,"Ryan Blaney won the GEICO 500 at Talladega Superspeedway, his fourth victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 24, 78 (failed inspection 2 times), No. 51 (failed inspection 3 times), No. 62, 77, 96 (unapproved adjustments).",0,MRN,FOX,957,True,0,,,,,4023,
4886,1,2020,Pocono Organics 325 in partnership with Rodale Institute,1,1,198,Pocono Raceway,2020-06-27T15:30:00,2020-06-27T15:30:00,,,325.0,325.0,130,130,25,52,53,40,0,0.0,10,8,6,21,134.467,2:25:01,.761,0,"Kevin Harvick won the Pocono Organics 325 in partnership with Rodale Institute at Pocono Raceway, his 52nd NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #15 (inspection infractions), #7 (unapproved adjustments).",0,MRN,FOX,1358,True,0,,,,,1416,
4893,1,2020,Pocono 350,1,1,198,Pocono Raceway,2020-06-28T16:00:00,2020-06-28T16:00:00,,,350.0,350.0,140,140,30,55,55,40,0,0.0,12,8,8,32,122.879,2:50:54,3.068,0,"Denny Hamlin won the Pocono 350 at Pocono Raceway, his 41st NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #9, #78 (transmission change), #24, #37 (engine change), #00, #8, #20, #22, #88 (backup car).",0,MRN,FS1,1122,True,0,,,,,1361,
4898,1,2020,Big Machine Hand Sanitizer 400 Powered by Big Machine Records,1,1,123,Indianapolis Motor Speedway,2020-07-05T16:00:00,2020-07-05T16:00:00,,,400.0,402.5,160,161,50,50,61,40,0,0.0,11,9,9,43,123.162,3:16:05,0.743,0,"Kevin Harvick won the Big Machine Hand Sanitizer 400 Powered by Big Machine Records at Indianapolis Motor Speedway, his 53rd victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 48 (driver change), No. 66 (two inspection failures).",0,IMS,NBC,1716,True,0,,,,,1416,
4891,1,2020,Quaker State 400 Presented by Walmart,1,1,61,Kentucky Speedway,2020-07-12T14:30:00,2020-07-12T14:30:00,,,400.5,400.5,267,267,80,80,107,38,0,0.0,13,9,8,42,133.636,2:59:49,.271,0,"Cole Custer won the Quaker State 400 presented by Walmart at Kentucky Speedway, his first NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #19, #42 (multiple inspection failures).",0,PRN,FS1,3889,True,0,,,,,4104,
4983,1,2020,NASCAR All-Star Open,2,1,14,Bristol Motor Speedway,2020-07-15T19:00:00,2020-07-15T19:00:00,2020-07-15T19:00:00,,45.3,45.305,85,85,35,35,15,21,3832,0.0,3,4,4,18,57.388,0:47:22,.789,0,"Matt DiBenedetto won the NASCAR Open at Bristol Motor Speedway, his first victory in the special non-points paying NASCAR Cup Series event. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 32 (two inspection failures). Stage 1 Winner: Aric Almirola, Stage 2 Winner: William Byron and the Fan Vote Winner: Clint Bowyer.",0,MRN,FS1,3690,True,0,,,,,3916,
4984,1,2020,NASCAR All-Star Race,2,1,14,Bristol Motor Speedway,2020-07-15T20:30:00,2020-07-15T20:30:00,2020-07-15T20:30:00,,74.62,74.62,140,140,55,35,35,20,3368,0.0,6,4,5,13,65.68,1:08:10,.418,0,"Chase Elliott won the NASCAR All-Star Race at Bristol Motor Speedway, his first victory in the special non-points paying NASCAR Cup Series event. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 19 (two inspection failures).",0,MRN,FS1,3670,True,0,,,,,4062,
4985,1,2020,O'Reilly Auto Parts 500,1,1,43,Texas Motor Speedway,2020-07-19T15:00:00,2020-07-19T14:00:00,,,501.0,501.0,334,334,105,105,124,40,0,0.0,29,12,10,45,137.292,3:38:57,.149,0,"Austin Dillon won the O'Reilly Auto Parts 500 at Texas Motor Speedway, his third victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 7, 9 (multiple inspection failures), Nos. 51, 53, 77 (driver change).",0,PRN,NBCSN,1795,True,0,,,,,3873,
4986,1,2020,Super Start Batteries 400 Presented by O'Reilly Auto Parts,1,1,41,Kansas Speedway,2020-07-23T19:30:00,2020-07-23T18:30:00,,,400.0,400.5,267,267,80,80,107,40,0,0.0,21,9,11,47,121.835,3:17:14,.510,0,"Denny Hamlin won the Super Start Batteries 400 Presented by O'Reilly Auto Parts at Kansas Speedway, his 42nd victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 53 (unapproved adjustments).",0,MRN,NBCSN,3884,True,0,,,,,1361,
4892,1,2020,Foxwoods Resort Casino 301,1,1,138,New Hampshire Motor Speedway,2020-08-02T15:00:00,2020-08-02T15:00:00,,,318.46,318.46,301,301,75,110,116,38,0,0.0,22,7,11,52,100.372,3:10:22,1.647,0,"Brad Keselowski won the Foxwoods Resort Casino 301 at New Hampshire Motor Speedway, his 33rd victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 32, 43 (Inspection Penalty) and No. 3 (Unapproved Adjustments). ",0,PRN,NBCSN,1683,True,0,,,,,1816,
4992,1,2020,FireKeepers Casino 400,1,1,133,Michigan International Speedway,2020-08-08T17:00:00,2020-08-08T16:00:00,,,312.0,322.0,156,161,40,45,76,39,0,0.0,12,7,9,43,124.712,2:34:55,.284,0,"Kevin Harvick won the Firekeepers Casino 400 at Michigan International Speedway, his 54th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 6, 17 (at-track penalty - spoiler), Nos. 7, 48 (multiple inspection failures). ",0,MRN,NBCSN,930,True,0,,,,,1416,
4895,1,2020,Consumers Energy 400,1,1,133,Michigan International Speedway,2020-08-09T16:30:00,2020-08-09T16:30:00,,,312.0,312.0,156,156,40,45,71,39,0,0.0,10,6,5,24,144.463,2:09:35,.093,0,"Kevin Harvick won the Consumers Energy 400 at Michigan International Speedway, his 55th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 15 (Engine Change), No. 7 (Transmission Change, Driver Change), Nos. 3, 6, 8, 10, 18, 34, 38, 41 (Backup Cars), No. 37 (Backup Car, Two Inspection Failures), Nos. 74, 96 (Two Inspection Failures). ",0,MRN,NBCSN,930,True,0,,,,,1416,
4894,1,2020,Go Bowling 235 at the DAYTONA Road Course,1,1,212,Daytona International Speedway Road Course,2020-08-16T15:00:00,2020-08-16T15:00:00,,,231.0,231.4,65,65,15,15,35,39,0,0.0,13,6,4,7,89.39,2:37:30,.202,0,"Chase Elliott won the Go Bowling 235 at the Daytona International Speedway Road Course, his eighth victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 3, 77 (Driver Change), No. 32 (Two Inspection Failures), No. 66 (Unapproved Adjustment).",0,MRN,NBC,4894,True,0,,,,,4062,
4993,1,2020,Drydene 311 (1),1,1,103,Dover International Speedway,2020-08-22T16:00:00,2020-08-22T16:00:00,,,311.0,311.0,311,311,70,115,126,40,0,0.0,15,10,4,21,124.359,2:30:03,1.179,0,"Denny Hamlin won the Drydene 311 at Dover International Speedway, his 43rd victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: No. 15 (multiple inspection failures); Nos. 51, 96 (unapproved adjustments); No. 7 (impound procedure infraction).",0,MRN,NBCSN,922,True,0,,,,,1361,
4902,1,2020,Drydene 311 (2),1,1,103,Dover International Speedway,2020-08-23T16:00:00,2020-08-23T16:00:00,,,311.0,311.0,311,311,70,115,126,40,0,0.0,15,6,7,40,110.994,2:48:07,3.525,0,"Kevin Harvick won the Drydene 311 at Dover International Speedway, his 56th victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: Nos. 1, 88 (backup car); No. 7 (engine change).",0,MRN,NBCSN,1038,True,0,,,,,1416,
4890,1,2020,Coke Zero Sugar 400,1,1,105,Daytona International Speedway,2020-08-29T19:30:00,2020-08-29T19:30:00,,,400.0,410.0,160,164,50,50,64,40,0,0.0,35,16,6,21,153.766,2:39:59,.119,0,"William Byron won the Coke Zero Sugar 400 at the Daytona International Speedway, his first victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 3 (Inspection Failure), No. 14 (Unapproved Adjustments).",0,MRN,NBC,408,True,0,,,,,4184,
4897,1,2020,Cook Out Southern 500,1,1,4,Darlington Raceway,2020-09-06T18:00:00,2020-09-06T18:00:00,,,501.3,501.32,367,367,115,115,137,39,0,0.0,18,6,7,34,132.256,3:47:26,.343,0,"Kevin Harvick won the Cookout Southern 500 at Darlington Raceway, his 57th NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #77 (driver change), #51 (unapproved adjustments), #12 (inspection penalty).",0,MRN,NBCSN,442,True,1,,,,,1416,
4900,1,2020,Federated Auto Parts 400,1,1,26,Richmond Raceway,2020-09-12T19:30:00,2020-09-12T19:30:00,,,300.0,300.0,400,400,80,155,165,38,0,0.0,19,9,3,21,101.868,2:56:42,1.568,0,"Brad Keselowski won the Federated Auto Parts 400 at the Richmond Raceway, his 34th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 95 (unapproved adjustments), No. 18 (inspection failures). ",0,MRN,NBCSN,1544,True,1,,,,,1816,
4896,1,2020,Bass Pro Shops NRA Night Race,1,1,14,Bristol Motor Speedway,2020-09-19T19:30:00,2020-09-19T19:30:00,,,266.5,266.5,500,500,125,125,250,40,0,0.0,14,8,5,50,95.911,2:46:43,.310,0,"Kevin Harvick won the Bass Pro Shops NRA Night Race at the Bristol Motor Speedway, his 58th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 11, 18, 20 (Multiple Inspection Failures), Nos. 32, 43 (Unapproved Adjustments), No. 15 (Driver Change).",0,PRN,NBCSN,612,True,1,,,,,1416,
4899,1,2020,South Point 400,1,1,42,Las Vegas Motor Speedway,2020-09-27T19:00:00,2020-09-27T16:00:00,,,400.5,402.0,267,268,80,80,108,39,0,0.0,20,11,7,36,131.42,3:03:32,.148,0,"Kurt Busch won the South Point 400 at Las Vegas Motor Speedway, his 32nd NASCAR Cup Series victory. Prior to the start of the race, no cars were sent to the rear of the field.",0,PRN,NBCSN,4705,True,2,,,,,453,
4903,1,2020,YellaWood 500,1,1,82,Talladega Superspeedway,2020-10-04T14:00:00,2020-10-04T13:00:00,,,500.08,532.0,188,200,60,60,80,39,0,0.0,58,18,13,54,129.774,4:05:58,0.086,0,"Denny Hamlin won the YellaWood 500 at Talladega Superspeedway, his 44th NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the rear for the reasons indicated: 15 and 66 (multiple inspection failures) and 27 (driver change).",0,MRN,NBCSN,937,True,2,,,,,1361,
4901,1,2020,Bank of America ROVAL 400,1,1,210,Charlotte Motor Speedway Road Course,2020-10-11T14:30:00,2020-10-11T14:30:00,,,248.52,252.88,109,109,25,25,59,38,0,0.0,17,11,9,16,76.948,3:17:11,3.895,0,"Chase Elliott won the Bank of America ROVAL 400 at the Charlotte Motor Speedway ROVAL, his ninth victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 51 (driver change), No. 20 (unapproved adjustment). ",0,PRN,NBC,4707,True,2,,,,,4062,
4904,1,2020,Hollywood Casino 400,1,1,41,Kansas Speedway,2020-10-18T14:30:00,2020-10-18T13:30:00,,,400.5,400.5,267,267,80,80,107,40,0,0.0,17,11,6,31,138.329,2:53:43,.312,0,"Joey Logano won the Hollywood Casino 400 at Kansas Speedway, his 26th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 19, 53 (multiple inspection failures).",0,MRN,NBC,1950,True,3,,,,,3859,
4906,1,2020,Autotrader EchoPark Automotive 500,1,1,43,Texas Motor Speedway,2020-10-25T15:30:00,2020-10-25T14:30:00,,,501.0,501.0,334,334,105,105,124,40,0,0.0,23,11,8,47,135.263,3:42:14,.468,0,"Kyle Busch won the Autotrader EchoPark Automotive 500 at Texas Motor Speedway, his 57th career NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the rear of the field for the reasons indicated: #19, 49 and 96 (Failed inspection twice), #53 (Unapproved adjustments).",0,PRN,NBCSN,2100,True,3,,,,,454,
4905,1,2020,Xfinity 500,1,1,22,Martinsville Speedway,2020-11-01T14:00:00,2020-11-01T14:00:00,,,263.0,263.0,500,500,130,130,240,39,0,0.0,20,10,12,83,71.581,3:40:27,6.577,0,"Chase Elliott won the Xfinity 500 at Martinsville Speedway, his 10th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 77 (driver change). ",0,MRN,NBC,6,True,3,,,,,4062,
4907,1,2020,Season Finale 500,1,1,84,Phoenix Raceway,2020-11-08T15:00:00,2020-11-08T13:00:00,,,312.0,312.0,312,312,75,115,122,39,0,0.0,19,9,4,27,112.096,2:47:00,2.740,0,"Chase Elliott won the Season Finale 500 at Phoenix Raceway, his 11th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field for the reasons indicated: Nos. 9, 15 (multiple inspection failures).  ",0,MRN,NBC,1550,True,4,,,,,4062,
4909,2,2020,NASCAR Racing Experience 300,1,1,105,Daytona International Speedway,2020-02-15T14:30:00,2020-02-15T14:30:00,2020-02-15T14:30:00,,300.0,300.0,120,120,30,30,60,36,4223,188.43,12,8,7,28,136.64,2:11:44,Under Caution,0,"Noah Gragson won the NASCAR Racing Experience 300 at Daytona International Speedway, his first victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 38 (driver change), Nos. 47, 52 (unapproved adjustments).",0,MRN,FS1,2131,True,0,,,,,4224,
4911,2,2020,Boyd Gaming 300,1,1,42,Las Vegas Motor Speedway,2020-02-22T16:00:00,2020-02-22T16:00:00,2020-02-22T16:00:00,,300.0,300.0,200,200,45,45,110,36,0,0.0,17,8,5,28,128.817,2:19:44,2.874,0,"Chase Briscoe won the Boyd Gaming 300 at Las Vegas Motor Speedway, his third NASCAR Xfinity Series victory. Prior to the start of the race the following car dropped to the rear of the field under penalty for the reasons indicated: #21 (backup car), #47 (missed driver intros).",0,PRN,FS2,2573,True,0,,,,,4228,
4913,2,2020,Production Alliance Group 300,1,1,38,Auto Club Speedway,2020-02-29T16:00:00,2020-02-29T16:00:00,2020-02-29T16:00:00,,300.0,300.0,150,150,35,35,80,36,4085,180.234,13,8,8,36,121.417,2:28:15,0.455,0,"Harrison Burton won the Production Alliance Group 300 at Auto Club Speedway, his first career NASCAR Xfinity Series victory. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: No. 44 (engine change), #47 (unapproved adjustments) and #99 (unapproved adjustments).",0,MRN,FS1,2596,True,0,,,,,4217,
4912,2,2020,LS Tractor 200,1,1,84,Phoenix Raceway,2020-03-07T16:00:00,2020-03-07T16:00:00,2020-03-07T16:00:00,,200.0,200.0,200,200,45,45,110,36,454,133.983,11,7,7,45,92.462,2:09:47,3.556,0,"Brandon Jones won the LS Tractor 200 at Phoenix Raceway, his second victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 07 (Unapproved Adjustments).",0,MRN,FS1,2837,True,0,,,,,4085,
4970,2,2020,Toyota 200,1,1,4,Darlington Raceway,2020-05-19T18:00:00,2020-05-21T16:30:00,,,200.0,200.8,147,147,45,45,57,39,0,0.0,11,6,5,28,115.367,1:44:26,.086,0,"Chase Briscoe won the Toyota 200 at Darlington Raceway, his fourth victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 08, 52, 89 (Unapproved Adjustments).",0,MRN,FS1,4970,True,0,,,,,4228,
4919,2,2020,Alsco 300,1,1,162,Charlotte Motor Speedway,2020-05-25T19:30:00,2020-05-25T19:30:00,,,300.0,304.5,200,203,45,45,113,37,0,0.0,20,5,11,53,111.743,2:43:30,0.178,0,"Kyle Busch won the Alsco 300 at Charlotte Motor Speedway, his 97th victory in the NASCAR Xfinity Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.",0,PRN,FS1,2143,True,0,,,,,454,
4976,2,2020,Cheddar's 300 presented by Alsco,1,1,14,Bristol Motor Speedway,2020-06-01T19:00:00,2020-06-01T19:00:00,,,159.5,161.5,300,303,85,85,133,37,0,0.0,10,6,12,85,69.687,2:19:03,.328,0,"Noah Gragson won the Cheddar's 300 presented by Alsco at Bristol Motor Speedway, his second victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 07 (Unapproved Adjustment).",0,PRN,FS1,4976,True,0,,,,,4224,
4977,2,2020,EchoPark 250,1,1,111,Atlanta Motor Speedway,2020-06-06T16:30:00,2020-06-06T16:30:00,,,251.0,251.02,162,163,40,40,83,37,0,0.0,10,7,6,28,122.832,2:02:37,1.858,0,"AJ Allmendinger won the EchoPark 250 at Atlanta Motor Speedway, his fourth NASCAR Xfinity Series victory. Prior to the start of the race the following car dropped to the rear of the field under penalty for the reason indicated: #44 (unapproved adjustments).",0,PRN,FOX,2432,True,0,,,,,3774,
4978,2,2020,Hooters 250,1,1,40,Homestead-Miami Speedway,2020-06-13T15:30:00,2020-06-13T15:30:00,,,250.0,250.5,167,167,40,40,87,37,0,0.0,18,7,5,25,118.752,2:06:34,0.179,0,"Harrison Burton won the Hooters 250 at Homestead-Miami Speedway, his second victory in the NASCAR Xfinity Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.",0,MRN,FOX,2861,True,0,,,,,4217,
