race_id,series_id,run_id,car_number,bonus_points,delta_leader,delta_next,first_name,driver_id,is_in_chase,is_points_eligible,is_rookie,last_name,membership_id,points,points_position,points_earned_this_race,stage_1_points,stage_1_winner,stage_2_points,stage_2_winner,stage_3_points,stage_3_winner,wins,top_5,top_10,poles
4770,1,0,,0,0,0,Casey,2215,False,True,False,Mears,104147,0,0,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Ryan,4070,False,True,False,Preece,149024,0,0,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Ryan,3952,False,False,False,Truex,161491,0,0,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Matt,4131,False,True,False,Tifft,185504,0,0,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Tyler,4065,False,False,False,Reddick,191864,0,0,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Joey,3859,False,True,False,Logano,151509,0,1,0,0,False,0,False,0,False,3,13,26,1
4770,1,0,,0,0,0,Martin,3368,False,True,False,Truex,45125,0,2,0,0,False,0,False,0,False,4,20,21,4
4770,1,0,,0,0,0,Kevin,1416,False,True,False,Harvick,6987,0,3,0,0,False,0,False,0,False,8,23,29,4
4770,1,0,,0,0,0,Kyle,454,False,True,False,Busch,85071,0,4,0,0,False,0,False,0,False,8,22,28,4
4770,1,0,,0,0,0,Aric,40,False,True,False,Almirola,127822,0,5,0,0,False,0,False,0,False,1,4,17,0
4770,1,0,,0,0,0,Chase,4062,False,True,False,Elliott,171485,0,6,0,0,False,0,False,0,False,3,11,21,1
4770,1,0,,0,0,0,Kurt,453,False,True,False,Busch,1754,0,7,0,0,False,0,False,0,False,1,6,22,5
4770,1,0,,0,0,0,Brad,1816,False,True,False,Keselowski,70634,0,8,0,0,False,0,False,0,False,3,12,20,0
4770,1,0,,0,0,0,Kyle,4030,False,True,False,Larson,187538,0,9,0,0,False,0,False,0,False,0,12,19,3
4770,1,0,,0,0,0,Ryan,4023,False,True,False,Blaney,181615,0,10,0,0,False,0,False,0,False,1,8,16,3
4770,1,0,,0,0,0,Denny,1361,False,True,False,Hamlin,21682,0,11,0,0,False,0,False,0,False,0,10,17,4
4770,1,0,,0,0,0,Clint,339,False,True,False,Bowyer,48591,0,12,0,0,False,0,False,0,False,2,9,16,0
4770,1,0,,0,0,0,Austin,3873,False,True,False,Dillon,150743,0,13,0,0,False,0,False,0,False,1,2,8,0
4770,1,0,,0,0,0,Jimmie,1717,False,True,False,Johnson,35846,0,14,0,0,False,0,False,0,False,0,2,11,0
4770,1,0,,0,0,0,Erik,4059,False,True,False,Jones,194863,0,15,0,0,False,0,False,0,False,1,9,18,1
4770,1,0,,0,0,0,Alex,4045,False,True,False,Bowman,180815,0,16,0,0,False,0,False,0,False,0,3,11,1
4770,1,0,,0,0,0,Ryan,2394,False,True,False,Newman,8859,0,17,0,0,False,0,False,0,False,0,0,9,0
4770,1,0,,0,0,0,Ricky,3888,False,True,False,Stenhouse,159009,0,18,0,0,False,0,False,0,False,0,3,5,0
4770,1,0,,0,0,0,Paul,2225,False,True,False,Menard,69496,0,19,0,0,False,0,False,0,False,0,1,7,1
4770,1,0,,0,0,0,Jamie,2208,False,True,False,Mcmurray,39567,0,20,0,0,False,0,False,0,False,0,2,8,0
4770,1,0,,0,0,0,Daniel,4113,False,True,False,Suarez,175323,0,21,0,0,False,0,False,0,False,0,3,9,1
4770,1,0,,0,0,0,A J,3774,False,True,False,Allmendinger,149643,0,22,0,0,False,0,False,0,False,0,1,5,0
4770,1,0,,0,0,0,William,4184,False,True,False,Byron,201058,0,23,0,0,False,0,False,0,False,0,0,4,0
4770,1,0,,0,0,0,Chris,3989,False,True,False,Buescher,165972,0,24,0,0,False,0,False,0,False,0,2,2,0
4770,1,0,,0,0,0,David,2674,False,True,False,Ragan,114952,0,25,0,0,False,0,False,0,False,0,0,1,0
4770,1,0,,0,0,0,Michael,3832,False,True,False,Mcdowell,158758,0,26,0,0,False,0,False,0,False,0,0,1,0
4770,1,0,,0,0,0,Ty,4013,False,True,False,Dillon,160071,0,27,0,0,False,0,False,0,False,0,0,1,0
4770,1,0,,0,0,0,Bubba,4025,False,True,False,Wallace,171098,0,28,0,0,False,0,False,0,False,0,1,3,0
4770,1,0,,0,0,0,Matt,3916,False,True,False,Dibenedetto,158586,0,29,0,0,False,0,False,0,False,0,0,1,0
4770,1,0,,0,0,0,Kasey,1772,False,True,False,Kahne,105217,0,30,0,0,False,0,False,0,False,0,1,1,0
4770,1,0,,0,0,0,Trevor,3883,False,True,False,Bayne,151855,0,31,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Matt,1810,False,True,False,Kenseth,8188,0,32,0,0,False,0,False,0,False,0,0,2,0
4770,1,0,,0,0,0,Regan,3094,False,True,False,Smith,89716,0,33,0,0,False,0,False,0,False,0,0,1,0
4770,1,0,,0,0,0,Corey,4096,False,True,False,Lajoie,165679,0,34,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Cole,3979,False,True,False,Whitt,158791,0,35,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Gray,4103,False,True,False,Gaulding,179916,0,36,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Jeffrey,3894,False,True,False,Earnhardt,144921,0,37,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Kyle,4187,False,True,False,Weatherman,211663,0,38,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Harrison,4057,False,True,False,Rhodes,172256,0,39,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Blake,4215,False,True,False,Jones,183811,0,40,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Mark,3307,False,True,False,Thompson,53531,0,41,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Cody,4125,False,True,False,Ware,196009,0,42,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Derrike,666,False,True,False,Cope,3726,0,43,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Tanner,4022,False,True,False,Berryhill,171309,0,44,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Chris,650,False,True,False,Cook,50623,0,45,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Tomy,3963,False,True,False,Drissi,176572,0,46,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Danica,3929,False,True,False,Patrick,171547,0,47,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Alon,4208,False,True,False,Day,217297,0,48,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Stanton,157,False,True,False,Barrett,7605,0,49,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Hermie,2879,False,True,False,Sadler,3707,0,50,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Brendan,1165,False,False,False,Gaughan,15777,0,51,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Justin,3836,False,False,False,Marks,44429,0,52,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,D J,3709,False,False,False,Kennington,57275,0,53,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,David,1202,False,False,False,Gilliland,4875,0,54,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Ray,4110,False,False,False,Black,159807,0,55,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Jj,3669,False,False,False,Yeley,126843,0,56,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Landon,3808,False,False,False,Cassill,155459,0,57,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Ross,4001,False,False,False,Chastain,165715,0,58,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Joey,4004,False,False,False,Gase,174701,0,59,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Parker,3914,False,False,False,Kligerman,171192,0,60,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Daniel,4093,False,True,False,Hemric,171262,0,61,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Timothy,2550,False,False,False,Peters,17586,0,62,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Cole,4104,False,False,False,Custer,183847,0,63,0,0,False,0,False,0,False,0,0,0,0
4770,1,0,,0,0,0,Reed,3120,False,False,False,Sorenson,128516,0,64,0,0,False,0,False,0,False,0,0,0,0
